"OldFeatureLabel" "NewFeatureLabel"
"fBodyAcc-bandsEnergy()-1,24" "FrequencyBodyAccelerometerBandsEnergy1_24"
"fBodyAcc-bandsEnergy()-25,48" "FrequencyBodyAccelerometerBandsEnergy25_48"
"fBodyAcc-bandsEnergy()-1,8" "1_FrequencyBodyAccelerometerBandsEnergy1_8"
"fBodyAcc-bandsEnergy()-9,16" "1_FrequencyBodyAccelerometerBandsEnergy9_16"
"fBodyAcc-bandsEnergy()-17,24" "1_FrequencyBodyAccelerometerBandsEnergy17_24"
"fBodyAcc-bandsEnergy()-25,32" "1_FrequencyBodyAccelerometerBandsEnergy25_32"
"fBodyAcc-bandsEnergy()-33,40" "1_FrequencyBodyAccelerometerBandsEnergy33_40"
"fBodyAcc-bandsEnergy()-41,48" "1_FrequencyBodyAccelerometerBandsEnergy41_48"
"fBodyAcc-bandsEnergy()-49,56" "1_FrequencyBodyAccelerometerBandsEnergy49_56"
"fBodyAcc-bandsEnergy()-57,64" "1_FrequencyBodyAccelerometerBandsEnergy57_64"
"fBodyAcc-bandsEnergy()-1,16" "1_FrequencyBodyAccelerometerBandsEnergy1_16"
"fBodyAcc-bandsEnergy()-17,32" "1_FrequencyBodyAccelerometerBandsEnergy17_32"
"fBodyAcc-bandsEnergy()-33,48" "1_FrequencyBodyAccelerometerBandsEnergy33_48"
"fBodyAcc-bandsEnergy()-49,64" "1_FrequencyBodyAccelerometerBandsEnergy49_64"
"fBodyAcc-bandsEnergy()-1,24" "1_FrequencyBodyAccelerometerBandsEnergy1_24"
"fBodyAcc-bandsEnergy()-25,48" "1_FrequencyBodyAccelerometerBandsEnergy25_48"
"fBodyAcc-bandsEnergy()-1,8" "2_FrequencyBodyAccelerometerBandsEnergy1_8"
"fBodyAcc-bandsEnergy()-9,16" "2_FrequencyBodyAccelerometerBandsEnergy9_16"
"fBodyAcc-bandsEnergy()-17,24" "2_FrequencyBodyAccelerometerBandsEnergy17_24"
"fBodyAcc-bandsEnergy()-25,32" "2_FrequencyBodyAccelerometerBandsEnergy25_32"
"fBodyAcc-bandsEnergy()-33,40" "2_FrequencyBodyAccelerometerBandsEnergy33_40"
"fBodyAcc-bandsEnergy()-41,48" "2_FrequencyBodyAccelerometerBandsEnergy41_48"
"fBodyAcc-bandsEnergy()-49,56" "2_FrequencyBodyAccelerometerBandsEnergy49_56"
"fBodyAcc-bandsEnergy()-57,64" "2_FrequencyBodyAccelerometerBandsEnergy57_64"
"fBodyAcc-bandsEnergy()-1,16" "2_FrequencyBodyAccelerometerBandsEnergy1_16"
"fBodyAcc-bandsEnergy()-17,32" "2_FrequencyBodyAccelerometerBandsEnergy17_32"
"fBodyAcc-bandsEnergy()-33,48" "2_FrequencyBodyAccelerometerBandsEnergy33_48"
"fBodyAcc-bandsEnergy()-49,64" "2_FrequencyBodyAccelerometerBandsEnergy49_64"
"fBodyAcc-bandsEnergy()-1,24" "2_FrequencyBodyAccelerometerBandsEnergy1_24"
"fBodyAcc-bandsEnergy()-25,48" "2_FrequencyBodyAccelerometerBandsEnergy25_48"
"fBodyAccJerk-mean()-X" "FrequencyBodyAccelerometerJerkMeanX"
"fBodyAccJerk-mean()-Y" "FrequencyBodyAccelerometerJerkMeanY"
"fBodyAccJerk-mean()-Z" "FrequencyBodyAccelerometerJerkMeanZ"
"fBodyAccJerk-std()-X" "FrequencyBodyAccelerometerJerkStandardDeviationX"
"fBodyAccJerk-std()-Y" "FrequencyBodyAccelerometerJerkStandardDeviationY"
"fBodyAccJerk-std()-Z" "FrequencyBodyAccelerometerJerkStandardDeviationZ"
"fBodyAccJerk-mad()-X" "FrequencyBodyAccelerometerJerkMedianAbsoluteDeviationX"
"fBodyAccJerk-mad()-Y" "FrequencyBodyAccelerometerJerkMedianAbsoluteDeviationY"
"fBodyAccJerk-mad()-Z" "FrequencyBodyAccelerometerJerkMedianAbsoluteDeviationZ"
"fBodyAccJerk-max()-X" "FrequencyBodyAccelerometerJerkMaxX"
"fBodyAccJerk-max()-Y" "FrequencyBodyAccelerometerJerkMaxY"
"fBodyAccJerk-max()-Z" "FrequencyBodyAccelerometerJerkMaxZ"
"fBodyAccJerk-min()-X" "FrequencyBodyAccelerometerJerkMinX"
"fBodyAccJerk-min()-Y" "FrequencyBodyAccelerometerJerkMinY"
"fBodyAccJerk-min()-Z" "FrequencyBodyAccelerometerJerkMinZ"
"fBodyAccJerk-sma()" "FrequencyBodyAccelerometerJerkSignalMagnitudeArea"
"fBodyAccJerk-energy()-X" "FrequencyBodyAccelerometerJerkEnergyX"
"fBodyAccJerk-energy()-Y" "FrequencyBodyAccelerometerJerkEnergyY"
"fBodyAccJerk-energy()-Z" "FrequencyBodyAccelerometerJerkEnergyZ"
"fBodyAccJerk-iqr()-X" "FrequencyBodyAccelerometerJerkInterquartileRangeX"
"fBodyAccJerk-iqr()-Y" "FrequencyBodyAccelerometerJerkInterquartileRangeY"
"fBodyAccJerk-iqr()-Z" "FrequencyBodyAccelerometerJerkInterquartileRangeZ"
"fBodyAccJerk-entropy()-X" "FrequencyBodyAccelerometerJerkEntropyX"
"fBodyAccJerk-entropy()-Y" "FrequencyBodyAccelerometerJerkEntropyY"
"fBodyAccJerk-entropy()-Z" "FrequencyBodyAccelerometerJerkEntropyZ"
"fBodyAccJerk-maxInds-X" "FrequencyBodyAccelerometerJerkMaxIndsX"
"fBodyAccJerk-maxInds-Y" "FrequencyBodyAccelerometerJerkMaxIndsY"
"fBodyAccJerk-maxInds-Z" "FrequencyBodyAccelerometerJerkMaxIndsZ"
"fBodyAccJerk-meanFreq()-X" "FrequencyBodyAccelerometerJerkMeanFreqX"
"fBodyAccJerk-meanFreq()-Y" "FrequencyBodyAccelerometerJerkMeanFreqY"
"fBodyAccJerk-meanFreq()-Z" "FrequencyBodyAccelerometerJerkMeanFreqZ"
"fBodyAccJerk-skewness()-X" "FrequencyBodyAccelerometerJerkSkewnessX"
"fBodyAccJerk-kurtosis()-X" "FrequencyBodyAccelerometerJerkKurtosisX"
"fBodyAccJerk-skewness()-Y" "FrequencyBodyAccelerometerJerkSkewnessY"
"fBodyAccJerk-kurtosis()-Y" "FrequencyBodyAccelerometerJerkKurtosisY"
"fBodyAccJerk-skewness()-Z" "FrequencyBodyAccelerometerJerkSkewnessZ"
"fBodyAccJerk-kurtosis()-Z" "FrequencyBodyAccelerometerJerkKurtosisZ"
"fBodyAccJerk-bandsEnergy()-1,8" "FrequencyBodyAccelerometerJerkBandsEnergy1_8"
"fBodyAccJerk-bandsEnergy()-9,16" "FrequencyBodyAccelerometerJerkBandsEnergy9_16"
"fBodyAccJerk-bandsEnergy()-17,24" "FrequencyBodyAccelerometerJerkBandsEnergy17_24"
"fBodyAccJerk-bandsEnergy()-25,32" "FrequencyBodyAccelerometerJerkBandsEnergy25_32"
"fBodyAccJerk-bandsEnergy()-33,40" "FrequencyBodyAccelerometerJerkBandsEnergy33_40"
"fBodyAccJerk-bandsEnergy()-41,48" "FrequencyBodyAccelerometerJerkBandsEnergy41_48"
"fBodyAccJerk-bandsEnergy()-49,56" "FrequencyBodyAccelerometerJerkBandsEnergy49_56"
"fBodyAccJerk-bandsEnergy()-57,64" "FrequencyBodyAccelerometerJerkBandsEnergy57_64"
"fBodyAccJerk-bandsEnergy()-1,16" "FrequencyBodyAccelerometerJerkBandsEnergy1_16"
"fBodyAccJerk-bandsEnergy()-17,32" "FrequencyBodyAccelerometerJerkBandsEnergy17_32"
"fBodyAccJerk-bandsEnergy()-33,48" "FrequencyBodyAccelerometerJerkBandsEnergy33_48"
"fBodyAccJerk-bandsEnergy()-49,64" "FrequencyBodyAccelerometerJerkBandsEnergy49_64"
"fBodyAccJerk-bandsEnergy()-1,24" "FrequencyBodyAccelerometerJerkBandsEnergy1_24"
"fBodyAccJerk-bandsEnergy()-25,48" "FrequencyBodyAccelerometerJerkBandsEnergy25_48"
"fBodyAccJerk-bandsEnergy()-1,8" "1_FrequencyBodyAccelerometerJerkBandsEnergy1_8"
"fBodyAccJerk-bandsEnergy()-9,16" "1_FrequencyBodyAccelerometerJerkBandsEnergy9_16"
"fBodyAccJerk-bandsEnergy()-17,24" "1_FrequencyBodyAccelerometerJerkBandsEnergy17_24"
"fBodyAccJerk-bandsEnergy()-25,32" "1_FrequencyBodyAccelerometerJerkBandsEnergy25_32"
"fBodyAccJerk-bandsEnergy()-33,40" "1_FrequencyBodyAccelerometerJerkBandsEnergy33_40"
"fBodyAccJerk-bandsEnergy()-41,48" "1_FrequencyBodyAccelerometerJerkBandsEnergy41_48"
"fBodyAccJerk-bandsEnergy()-49,56" "1_FrequencyBodyAccelerometerJerkBandsEnergy49_56"
"fBodyAccJerk-bandsEnergy()-57,64" "1_FrequencyBodyAccelerometerJerkBandsEnergy57_64"
"fBodyAccJerk-bandsEnergy()-1,16" "1_FrequencyBodyAccelerometerJerkBandsEnergy1_16"
"fBodyAccJerk-bandsEnergy()-17,32" "1_FrequencyBodyAccelerometerJerkBandsEnergy17_32"
"fBodyAccJerk-bandsEnergy()-33,48" "1_FrequencyBodyAccelerometerJerkBandsEnergy33_48"
"fBodyAccJerk-bandsEnergy()-49,64" "1_FrequencyBodyAccelerometerJerkBandsEnergy49_64"
"fBodyAccJerk-bandsEnergy()-1,24" "1_FrequencyBodyAccelerometerJerkBandsEnergy1_24"
"fBodyAccJerk-bandsEnergy()-25,48" "1_FrequencyBodyAccelerometerJerkBandsEnergy25_48"
"fBodyAccJerk-bandsEnergy()-1,8" "2_FrequencyBodyAccelerometerJerkBandsEnergy1_8"
"fBodyAccJerk-bandsEnergy()-9,16" "2_FrequencyBodyAccelerometerJerkBandsEnergy9_16"
"fBodyAccJerk-bandsEnergy()-17,24" "2_FrequencyBodyAccelerometerJerkBandsEnergy17_24"
"fBodyAccJerk-bandsEnergy()-25,32" "2_FrequencyBodyAccelerometerJerkBandsEnergy25_32"
"fBodyAccJerk-bandsEnergy()-33,40" "2_FrequencyBodyAccelerometerJerkBandsEnergy33_40"
"fBodyAccJerk-bandsEnergy()-41,48" "2_FrequencyBodyAccelerometerJerkBandsEnergy41_48"
"fBodyAccJerk-bandsEnergy()-49,56" "2_FrequencyBodyAccelerometerJerkBandsEnergy49_56"
"fBodyAccJerk-bandsEnergy()-57,64" "2_FrequencyBodyAccelerometerJerkBandsEnergy57_64"
"fBodyAccJerk-bandsEnergy()-1,16" "2_FrequencyBodyAccelerometerJerkBandsEnergy1_16"
"fBodyAccJerk-bandsEnergy()-17,32" "2_FrequencyBodyAccelerometerJerkBandsEnergy17_32"
"fBodyAccJerk-bandsEnergy()-33,48" "2_FrequencyBodyAccelerometerJerkBandsEnergy33_48"
"fBodyAccJerk-bandsEnergy()-49,64" "2_FrequencyBodyAccelerometerJerkBandsEnergy49_64"
"fBodyAccJerk-bandsEnergy()-1,24" "2_FrequencyBodyAccelerometerJerkBandsEnergy1_24"
"fBodyAccJerk-bandsEnergy()-25,48" "2_FrequencyBodyAccelerometerJerkBandsEnergy25_48"
"fBodyGyro-mean()-X" "FrequencyBodyGyroscopeMeanX"
"fBodyGyro-mean()-Y" "FrequencyBodyGyroscopeMeanY"
"fBodyGyro-mean()-Z" "FrequencyBodyGyroscopeMeanZ"
"fBodyGyro-std()-X" "FrequencyBodyGyroscopeStandardDeviationX"
"fBodyGyro-std()-Y" "FrequencyBodyGyroscopeStandardDeviationY"
"fBodyGyro-std()-Z" "FrequencyBodyGyroscopeStandardDeviationZ"
"fBodyGyro-mad()-X" "FrequencyBodyGyroscopeMedianAbsoluteDeviationX"
"fBodyGyro-mad()-Y" "FrequencyBodyGyroscopeMedianAbsoluteDeviationY"
"fBodyGyro-mad()-Z" "FrequencyBodyGyroscopeMedianAbsoluteDeviationZ"
"fBodyGyro-max()-X" "FrequencyBodyGyroscopeMaxX"
"fBodyGyro-max()-Y" "FrequencyBodyGyroscopeMaxY"
"fBodyGyro-max()-Z" "FrequencyBodyGyroscopeMaxZ"
"fBodyGyro-min()-X" "FrequencyBodyGyroscopeMinX"
"fBodyGyro-min()-Y" "FrequencyBodyGyroscopeMinY"
"fBodyGyro-min()-Z" "FrequencyBodyGyroscopeMinZ"
"fBodyGyro-sma()" "FrequencyBodyGyroscopeSignalMagnitudeArea"
"fBodyGyro-energy()-X" "FrequencyBodyGyroscopeEnergyX"
"fBodyGyro-energy()-Y" "FrequencyBodyGyroscopeEnergyY"
"fBodyGyro-energy()-Z" "FrequencyBodyGyroscopeEnergyZ"
"fBodyGyro-iqr()-X" "FrequencyBodyGyroscopeInterquartileRangeX"
"fBodyGyro-iqr()-Y" "FrequencyBodyGyroscopeInterquartileRangeY"
"fBodyGyro-iqr()-Z" "FrequencyBodyGyroscopeInterquartileRangeZ"
"fBodyGyro-entropy()-X" "FrequencyBodyGyroscopeEntropyX"
"fBodyGyro-entropy()-Y" "FrequencyBodyGyroscopeEntropyY"
"fBodyGyro-entropy()-Z" "FrequencyBodyGyroscopeEntropyZ"
"fBodyGyro-maxInds-X" "FrequencyBodyGyroscopeMaxIndsX"
"fBodyGyro-maxInds-Y" "FrequencyBodyGyroscopeMaxIndsY"
"fBodyGyro-maxInds-Z" "FrequencyBodyGyroscopeMaxIndsZ"
"fBodyGyro-meanFreq()-X" "FrequencyBodyGyroscopeMeanFreqX"
"fBodyGyro-meanFreq()-Y" "FrequencyBodyGyroscopeMeanFreqY"
"fBodyGyro-meanFreq()-Z" "FrequencyBodyGyroscopeMeanFreqZ"
"fBodyGyro-skewness()-X" "FrequencyBodyGyroscopeSkewnessX"
"fBodyGyro-kurtosis()-X" "FrequencyBodyGyroscopeKurtosisX"
"fBodyGyro-skewness()-Y" "FrequencyBodyGyroscopeSkewnessY"
"fBodyGyro-kurtosis()-Y" "FrequencyBodyGyroscopeKurtosisY"
"fBodyGyro-skewness()-Z" "FrequencyBodyGyroscopeSkewnessZ"
"fBodyGyro-kurtosis()-Z" "FrequencyBodyGyroscopeKurtosisZ"
"fBodyGyro-bandsEnergy()-1,8" "FrequencyBodyGyroscopeBandsEnergy1_8"
"fBodyGyro-bandsEnergy()-9,16" "FrequencyBodyGyroscopeBandsEnergy9_16"
"fBodyGyro-bandsEnergy()-17,24" "FrequencyBodyGyroscopeBandsEnergy17_24"
"fBodyGyro-bandsEnergy()-25,32" "FrequencyBodyGyroscopeBandsEnergy25_32"
"fBodyGyro-bandsEnergy()-33,40" "FrequencyBodyGyroscopeBandsEnergy33_40"
"fBodyGyro-bandsEnergy()-41,48" "FrequencyBodyGyroscopeBandsEnergy41_48"
"fBodyGyro-bandsEnergy()-49,56" "FrequencyBodyGyroscopeBandsEnergy49_56"
"fBodyGyro-bandsEnergy()-57,64" "FrequencyBodyGyroscopeBandsEnergy57_64"
"fBodyGyro-bandsEnergy()-1,16" "FrequencyBodyGyroscopeBandsEnergy1_16"
"fBodyGyro-bandsEnergy()-17,32" "FrequencyBodyGyroscopeBandsEnergy17_32"
"fBodyGyro-bandsEnergy()-33,48" "FrequencyBodyGyroscopeBandsEnergy33_48"
"fBodyGyro-bandsEnergy()-49,64" "FrequencyBodyGyroscopeBandsEnergy49_64"
"fBodyGyro-bandsEnergy()-1,24" "FrequencyBodyGyroscopeBandsEnergy1_24"
"fBodyGyro-bandsEnergy()-25,48" "FrequencyBodyGyroscopeBandsEnergy25_48"
"fBodyGyro-bandsEnergy()-1,8" "1_FrequencyBodyGyroscopeBandsEnergy1_8"
"fBodyGyro-bandsEnergy()-9,16" "1_FrequencyBodyGyroscopeBandsEnergy9_16"
"fBodyGyro-bandsEnergy()-17,24" "1_FrequencyBodyGyroscopeBandsEnergy17_24"
"fBodyGyro-bandsEnergy()-25,32" "1_FrequencyBodyGyroscopeBandsEnergy25_32"
"fBodyGyro-bandsEnergy()-33,40" "1_FrequencyBodyGyroscopeBandsEnergy33_40"
"fBodyGyro-bandsEnergy()-41,48" "1_FrequencyBodyGyroscopeBandsEnergy41_48"
"fBodyGyro-bandsEnergy()-49,56" "1_FrequencyBodyGyroscopeBandsEnergy49_56"
"fBodyGyro-bandsEnergy()-57,64" "1_FrequencyBodyGyroscopeBandsEnergy57_64"
"fBodyGyro-bandsEnergy()-1,16" "1_FrequencyBodyGyroscopeBandsEnergy1_16"
"fBodyGyro-bandsEnergy()-17,32" "1_FrequencyBodyGyroscopeBandsEnergy17_32"
"fBodyGyro-bandsEnergy()-33,48" "1_FrequencyBodyGyroscopeBandsEnergy33_48"
"fBodyGyro-bandsEnergy()-49,64" "1_FrequencyBodyGyroscopeBandsEnergy49_64"
"fBodyGyro-bandsEnergy()-1,24" "1_FrequencyBodyGyroscopeBandsEnergy1_24"
"fBodyGyro-bandsEnergy()-25,48" "1_FrequencyBodyGyroscopeBandsEnergy25_48"
"fBodyGyro-bandsEnergy()-1,8" "2_FrequencyBodyGyroscopeBandsEnergy1_8"
"fBodyGyro-bandsEnergy()-9,16" "2_FrequencyBodyGyroscopeBandsEnergy9_16"
"fBodyGyro-bandsEnergy()-17,24" "2_FrequencyBodyGyroscopeBandsEnergy17_24"
"fBodyGyro-bandsEnergy()-25,32" "2_FrequencyBodyGyroscopeBandsEnergy25_32"
"fBodyGyro-bandsEnergy()-33,40" "2_FrequencyBodyGyroscopeBandsEnergy33_40"
"fBodyGyro-bandsEnergy()-41,48" "2_FrequencyBodyGyroscopeBandsEnergy41_48"
"fBodyGyro-bandsEnergy()-49,56" "2_FrequencyBodyGyroscopeBandsEnergy49_56"
"fBodyGyro-bandsEnergy()-57,64" "2_FrequencyBodyGyroscopeBandsEnergy57_64"
"fBodyGyro-bandsEnergy()-1,16" "2_FrequencyBodyGyroscopeBandsEnergy1_16"
"fBodyGyro-bandsEnergy()-17,32" "2_FrequencyBodyGyroscopeBandsEnergy17_32"
"fBodyGyro-bandsEnergy()-33,48" "2_FrequencyBodyGyroscopeBandsEnergy33_48"
"fBodyGyro-bandsEnergy()-49,64" "2_FrequencyBodyGyroscopeBandsEnergy49_64"
"fBodyGyro-bandsEnergy()-1,24" "2_FrequencyBodyGyroscopeBandsEnergy1_24"
"fBodyGyro-bandsEnergy()-25,48" "2_FrequencyBodyGyroscopeBandsEnergy25_48"
"fBodyAccMag-mean()" "FrequencyBodyAccelerometerMagnitudeMean"
"fBodyAccMag-std()" "FrequencyBodyAccelerometerMagnitudeStandardDeviation"
"fBodyAccMag-mad()" "FrequencyBodyAccelerometerMagnitudeMedianAbsoluteDeviation"
"fBodyAccMag-max()" "FrequencyBodyAccelerometerMagnitudeMax"
"fBodyAccMag-min()" "FrequencyBodyAccelerometerMagnitudeMin"
"fBodyAccMag-sma()" "FrequencyBodyAccelerometerMagnitudeSignalMagnitudeArea"
"fBodyAccMag-energy()" "FrequencyBodyAccelerometerMagnitudeEnergy"
"fBodyAccMag-iqr()" "FrequencyBodyAccelerometerMagnitudeInterquartileRange"
"fBodyAccMag-entropy()" "FrequencyBodyAccelerometerMagnitudeEntropy"
"fBodyAccMag-maxInds" "FrequencyBodyAccelerometerMagnitudeMaxInds"
"fBodyAccMag-meanFreq()" "FrequencyBodyAccelerometerMagnitudeMeanFreq"
"fBodyAccMag-skewness()" "FrequencyBodyAccelerometerMagnitudeSkewness"
"fBodyAccMag-kurtosis()" "FrequencyBodyAccelerometerMagnitudeKurtosis"
"fBodyBodyAccJerkMag-mean()" "FrequencyBodyBodyAccelerometerJerkMagnitudeMean"
"fBodyBodyAccJerkMag-std()" "FrequencyBodyBodyAccelerometerJerkMagnitudeStandardDeviation"
"fBodyBodyAccJerkMag-mad()" "FrequencyBodyBodyAccelerometerJerkMagnitudeMedianAbsoluteDeviation"
"fBodyBodyAccJerkMag-max()" "FrequencyBodyBodyAccelerometerJerkMagnitudeMax"
"fBodyBodyAccJerkMag-min()" "FrequencyBodyBodyAccelerometerJerkMagnitudeMin"
"fBodyBodyAccJerkMag-sma()" "FrequencyBodyBodyAccelerometerJerkMagnitudeSignalMagnitudeArea"
"fBodyBodyAccJerkMag-energy()" "FrequencyBodyBodyAccelerometerJerkMagnitudeEnergy"
"fBodyBodyAccJerkMag-iqr()" "FrequencyBodyBodyAccelerometerJerkMagnitudeInterquartileRange"
"fBodyBodyAccJerkMag-entropy()" "FrequencyBodyBodyAccelerometerJerkMagnitudeEntropy"
"fBodyBodyAccJerkMag-maxInds" "FrequencyBodyBodyAccelerometerJerkMagnitudeMaxInds"
"fBodyBodyAccJerkMag-meanFreq()" "FrequencyBodyBodyAccelerometerJerkMagnitudeMeanFreq"
"fBodyBodyAccJerkMag-skewness()" "FrequencyBodyBodyAccelerometerJerkMagnitudeSkewness"
"fBodyBodyAccJerkMag-kurtosis()" "FrequencyBodyBodyAccelerometerJerkMagnitudeKurtosis"
"fBodyBodyGyroMag-mean()" "FrequencyBodyBodyGyroscopeMagnitudeMean"
"fBodyBodyGyroMag-std()" "FrequencyBodyBodyGyroscopeMagnitudeStandardDeviation"
"fBodyBodyGyroMag-mad()" "FrequencyBodyBodyGyroscopeMagnitudeMedianAbsoluteDeviation"
"fBodyBodyGyroMag-max()" "FrequencyBodyBodyGyroscopeMagnitudeMax"
"fBodyBodyGyroMag-min()" "FrequencyBodyBodyGyroscopeMagnitudeMin"
"fBodyBodyGyroMag-sma()" "FrequencyBodyBodyGyroscopeMagnitudeSignalMagnitudeArea"
"fBodyBodyGyroMag-energy()" "FrequencyBodyBodyGyroscopeMagnitudeEnergy"
"fBodyBodyGyroMag-iqr()" "FrequencyBodyBodyGyroscopeMagnitudeInterquartileRange"
"fBodyBodyGyroMag-entropy()" "FrequencyBodyBodyGyroscopeMagnitudeEntropy"
"fBodyBodyGyroMag-maxInds" "FrequencyBodyBodyGyroscopeMagnitudeMaxInds"
"fBodyBodyGyroMag-meanFreq()" "FrequencyBodyBodyGyroscopeMagnitudeMeanFreq"
"fBodyBodyGyroMag-skewness()" "FrequencyBodyBodyGyroscopeMagnitudeSkewness"
"fBodyBodyGyroMag-kurtosis()" "FrequencyBodyBodyGyroscopeMagnitudeKurtosis"
"fBodyBodyGyroJerkMag-mean()" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean"
"fBodyBodyGyroJerkMag-std()" "FrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation"
"fBodyBodyGyroJerkMag-mad()" "FrequencyBodyBodyGyroscopeJerkMagnitudeMedianAbsoluteDeviation"
"fBodyBodyGyroJerkMag-max()" "FrequencyBodyBodyGyroscopeJerkMagnitudeMax"
"fBodyBodyGyroJerkMag-min()" "FrequencyBodyBodyGyroscopeJerkMagnitudeMin"
"fBodyBodyGyroJerkMag-sma()" "FrequencyBodyBodyGyroscopeJerkMagnitudeSignalMagnitudeArea"
"fBodyBodyGyroJerkMag-energy()" "FrequencyBodyBodyGyroscopeJerkMagnitudeEnergy"
"fBodyBodyGyroJerkMag-iqr()" "FrequencyBodyBodyGyroscopeJerkMagnitudeInterquartileRange"
"fBodyBodyGyroJerkMag-entropy()" "FrequencyBodyBodyGyroscopeJerkMagnitudeEntropy"
"fBodyBodyGyroJerkMag-maxInds" "FrequencyBodyBodyGyroscopeJerkMagnitudeMaxInds"
"fBodyBodyGyroJerkMag-meanFreq()" "FrequencyBodyBodyGyroscopeJerkMagnitudeMeanFreq"
"fBodyBodyGyroJerkMag-skewness()" "FrequencyBodyBodyGyroscopeJerkMagnitudeSkewness"
"fBodyBodyGyroJerkMag-kurtosis()" "FrequencyBodyBodyGyroscopeJerkMagnitudeKurtosis"
"angle(tBodyAccMean,gravity)" "angletBodyAccelerometerMeanGravity"
"angle(tBodyAccJerkMean),gravityMean)" "angletBodyAccelerometerJerkMeanGravityMean"
"angle(tBodyGyroMean,gravityMean)" "angletBodyGyroscopeMeanGravityMean"
"angle(tBodyGyroJerkMean,gravityMean)" "angletBodyGyroscopeJerkMeanGravityMean"
"angle(X,gravityMean)" "angleXGravityMean"
"angle(Y,gravityMean)" "angleYGravityMean"
"angle(Z,gravityMean)" "angleZGravityMean"
